seed,scope,feature_group,metric,mean,std,min,max
123,rank,section,js_divergence_rank,1.3333333333333333,0.7453559924999298,1.0,3.0
123,metric,imports,acc,0.8720708333333332,0.01643146065648321,0.8405,0.8967
123,metric,imports,f1,0.8580603441671036,0.021346827800146472,0.8162548240308738,0.8883363960652902
123,metric,imports,auc,0.9338859423958333,0.008688627613481747,0.9161180275,0.9444344149999999
123,metric,imports,positive_rate,0.404075,0.019254274417212745,0.36805,0.426975
123,metric,imports,score_std,0.364876395349438,0.008188663608230746,0.34783525471614274,0.3784210123972637
123,metric,imports,degenerate_prediction,0.0,0.0,0.0,0.0
123,metric,imports,mix_at_k,0.17447255208333332,0.029914346973987243,0.10887,0.2237175
123,metric,imports,silhouette,0.03542134197151193,0.01572546125585491,0.021368676601053856,0.07620479178474891
123,metric,imports,js_divergence,0.037186160289616924,0.007909237444020438,0.024545835501873288,0.05317913641185408
123,rank,imports,auc_rank,5.0,0.0,5.0,5.0
123,rank,imports,acc_rank,5.0,0.0,5.0,5.0
123,rank,imports,mix_at_k_rank,5.0,0.0,5.0,5.0
123,rank,imports,silhouette_rank,4.666666666666667,0.6236095644623235,3.0,5.0
123,rank,imports,js_divergence_rank,4.0,0.0,4.0,4.0
123,metric,strings,acc,0.9143041666666667,0.01211514562323631,0.8947,0.93595
123,metric,strings,f1,0.9114661748456188,0.01279076235886029,0.8899053792670814,0.9341286573764591
123,metric,strings,auc,0.9756121345833333,0.0063640181264725615,0.96675575625,0.98658179
123,metric,strings,positive_rate,0.46838749999999996,0.007846439611908907,0.45645,0.482575
123,metric,strings,score_std,0.3876335813165283,0.013298311836043008,0.3650718946313196,0.4101337536878741
123,metric,strings,degenerate_prediction,0.0,0.0,0.0,0.0
123,metric,strings,mix_at_k,0.10193096354166668,0.01621450189810937,0.069275,0.12821875
123,metric,strings,silhouette,0.050529402114361695,0.014226066063816383,0.03163929388629674,0.08235894004843008
123,metric,strings,js_divergence,0.00047481116867606737,0.00016582609699221165,0.0002659732202910492,0.0007648140796609191
123,rank,strings,auc_rank,4.0,0.0,4.0,4.0
123,rank,strings,acc_rank,4.0,0.0,4.0,4.0
123,rank,strings,mix_at_k_rank,4.0,0.0,4.0,4.0
123,rank,strings,silhouette_rank,3.1666666666666665,0.3726779962499649,3.0,4.0
123,rank,strings,js_divergence_rank,5.0,0.0,5.0,5.0
123,metric,all,acc,0.9508770833333333,0.006844625768420242,0.938425,0.962125
123,metric,all,f1,0.9495691252142174,0.00730125541360781,0.935659987983595,0.9613747036177753
123,metric,all,auc,0.9914400070833334,0.002212457425414533,0.9868353225000001,0.9947354375
123,metric,all,positive_rate,0.4748020833333333,0.006992067367838272,0.457025,0.48145
123,metric,all,score_std,0.4213553850133061,0.011326918395091078,0.4057705246264691,0.44168446672759504
